Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,Market Cap
500325,Reliance Industries Ltd,RELIANCE,RELIANCE INDUSTRIES LTD.,Active,A,10,INE002A01018,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,18383774967014
532540,Tata Consultancy Services Ltd.,TCS,TATA CONSULTANCY SERVICES LTD.,Active,A,1,INE467B01029,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,14923380858469
500180,HDFC Bank Ltd.,HDFCBANK,HDFC Bank Ltd,Active,A,1,INE040A01034,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,151913804164
532454,Bharti Airtel  Ltd.,BHARTIARTL,BHARTI AIRTEL LTD.,Active,A,5,INE397D01024,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,10226680000000
890157,Bharti Airtel  Ltd.,AIRTELPP,Bharti Airtel  Ltd,Active,A,5,IN9397D01014,,Equity,-,-,-,-,10226680000000
532174,ICICI Bank Ltd.,ICICIBANK,ICICI BANK LTD.,Active,A,2,INE090A01021,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,105832196563
500209,Infosys Ltd,INFY,INFOSYS LTD.,Active,A,5,INE009A01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,96366909189
500112,State Bank Of India,SBIN,STATE BANK OF INDIA,Active,A,1,INE062A01020,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,7308676090658
500696,Hindustan Unilever Ltd.,HINDUNILVR,HINDUSTAN UNILEVER LTD.,Active,A,1,INE030A01027,Diversified FMCG,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,6384511929959
500875,ITC Ltd,ITC,ITC LTD.,Active,A,1,INE154A01025,Diversified FMCG,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,6088064421144
543526,LIFE INSURANCE CORPORATION OF INDIA,LICI,Life Insurance Corporation of India,Active,A,10,INE0J1Y01017,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance,5911655317223
532281,HCL Technologies Ltd,HCLTECH,HCL TECHNOLOGIES LTD.,Active,A,2,INE860A01027,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,5027176545429
500510,Larsen & Toubro Limited,LT,LARSEN & TOUBRO LTD.,Active,A,2,INE018A01030,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,4916499755000
524715,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD.,Active,A,1,INE044A01036,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,4581037377124
500034,Bajaj Finance Limited,BAJFINANCE,Bajaj Finance Limited,Active,A,2,INE296A01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),4262880538475
532555,NTPC Limited,NTPC,NTPC LTD.,Active,A,10,INE733E01010,Power Generation,Equity,Utilities,Power,Power,Power Generation,4121618116750
532500,Maruti Suzuki India  Ltd.,MARUTI,MARUTI SUZUKI INDIA LTD.,Active,A,5,INE585B01010,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,3805103539438
500247,Kotak Mahindra Bank Ltd.,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,Active,A,5,INE237A01028,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,3717768312286
532215,AXIS Bank Ltd.,AXISBANK,AXIS BANK LTD.,Active,A,2,INE238A01034,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,3696601070750
500520,Mahindra & Mahindra Ltd.,M&M,MAHINDRA & MAHINDRA LTD.,Active,A,5,INE101A01026,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,3552327040000
500312,Oil And Natural Gas Corporation Ltd,ONGC,Oil and Natural Gas Corporation Ltd,Active,A,5,INE213A01029,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,3564764983658
512599,Adani Enterprises Ltd.,ADANIENT,ADANI ENTERPRISES LTD.,Active,A,1,INE423A01024,Trading - Minerals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Minerals,3462482234643
500570,Tata Motors Ltd.,TATAMOTORS,TATA MOTORS LTD.,Active,A,2,INE155A01022,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,3349509963971
532538,UltraTech Cement Ltd,ULTRACEMCO,ULTRATECH CEMENT LTD.,Active,A,10,INE481G01011,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,3190168000000
532898,POWER GRID CORPORATION OF INDIA LIMITED,POWERGRID,POWER GRID CORPORATION OF INDIA LTD.,Active,A,10,INE752E01010,Power - Transmission,Equity,Utilities,Power,Power,Power - Transmission,3085937437881
541154,Hindustan Aeronautics Limited,HAL,Hindustan Aeronautics Ltd,Active,A,5,INE066F01020,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,3027412785504
532921,Adani Ports and Special Economic Zone Ltd,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,Active,A,2,INE742F01042,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services,3036291000000
533278,Coal India Limited,COALINDIA,COAL INDIA LTD.,Active,A,10,INE522F01014,Coal,Equity,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal,3035465507104
500114,Titan Company Limited,TITAN,Titan Company Limited,Active,A,1,INE280A01028,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",3000857543313
500820,Asian Paints Ltd.,ASIANPAINT,ASIAN PAINTS LTD.,Active,A,1,INE021A01026,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,2865166554000
532978,Bajaj Finserv Limited,BAJAJFINSV,BAJAJ FINSERV LTD.,Active,A,1,INE918I01026,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company,2900309000000
507685,Wipro  Ltd.,WIPRO,WIPRO LTD.,Active,A,2,INE075A01022,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,34641683306
532977,Bajaj Auto Limited,BAJAJ-AUTO,BAJAJ AUTO LTD.,Active,A,10,INE917I01010,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,2809803578280
500550,Siemens Ltd.,SIEMENS,SIEMENS LTD.,Active,A,2,INE003A01024,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,2778806000000
500251,Trent Ltd [Lakme Ltd],TRENT,TRENT LTD.,Active,A,1,INE849A01020,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,2761929754676
541450,Adani Green Energy Limited,ADANIGREEN,Adani Green Energy Ltd,Active,A,10,INE364U01010,Power Generation,Equity,Utilities,Power,Power,Power Generation,2749960516511
540376,Avenue Supermarts Limited,DMART,Avenue Supermarts Ltd,Active,A,10,INE192R01011,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,2594278000000
500228,JSW Steel Limited,JSWSTEEL,JSW STEEL LTD.,Active,A,1,INE019A01038,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,2427378120000
533096,Adani Power Limited,ADANIPOWER,ADANI POWER LTD.,Active,A,10,INE814H01011,Integrated Power Utilities,Equity,Utilities,Power,Power,Integrated Power Utilities,2358132180427
530965,Indian Oil Corporation Ltd.,IOC,INDIAN OIL CORPORATION LTD.,Active,A,10,INE242A01010,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,2333959602500
543320,Zomato Limited,ZOMATO,Zomato Ltd,Active,A,1,INE758T01015,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,2240152919081
500790,Nestle India Ltd.,NESTLEIND,NESTLE INDIA LTD.,Active,A,1,INE239A01024,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,2266010000000
532868,DLF LIMITED,DLF,DLF LTD.,Active,A,2,INE271C01023,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",2166269000000
500188,Hindustan Zinc Ltd.,HINDZINC,HINDUSTAN ZINC LTD.,Active,A,2,INE267A01025,Zinc,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Zinc,2145404485000
543940,Jio Financial Services Limited,JIOFIN,Jio Financial Services Ltd,Active,A,10,INE758E01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),2099440648268
500049,Bharat Electronics Ltd.,BEL,BHARAT ELECTRONICS LTD.,Active,A,1,INE263A01024,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,2099741257868
540180,Varun Beverages Limited,VBL,Varun Beverages Ltd,Active,A,2,INE200M01039,Other Beverages,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages,1913310002155
500470,TATA STEEL LIMITED,TATASTEEL,TATA STEEL LTD.,Active,A,1,INE081A01020,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,1939327424109
543257,Indian Railway Finance Corporation,IRFC,Indian Railway Finance Corporation Ltd,Active,A,10,INE053F01010,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,1928530395278
540005,LTIMindtree Limited,LTIM,LTIMindtree Ltd,Active,A,1,INE214T01019,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,1774295000000
500295,Vedanta Limited,VEDL,Vedanta Limited,Active,A,1,INE205A01025,Diversified Metals,Equity,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,1786746780329
500002,ABB India Limited,ABB,ABB India Limited,Active,A,2,INE117A01022,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,1861624904095
500300,Grasim Industries Ltd,GRASIM,GRASIM INDUSTRIES LTD.,Active,A,2,INE047A01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,1852939000000
890190,Grasim Industries Ltd,GRASIMPP,Grasim Industries Ltd,Active,A,2,IN9047A01029,,Equity,-,-,-,-,1852939000000
539448,InterGlobe Aviation Limited,INDIGO,InterGlobe Aviation Ltd,Active,A,10,INE646L01027,Airline,Equity,Services,Services,Transport Services,Airline,1795315855716
540719,SBI Life Insurance Company Limited,SBILIFE,SBI Life Insurance Company Ltd,Active,A,10,INE123W01016,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance,1709882491187
500440,Hindalco Industries Ltd.,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A,1,INE038A01020,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,1684484924186
500331,Pidilite Industries Ltd.,PIDILITIND,PIDILITE INDUSTRIES LTD.,Active,A,1,INE318A01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,1619425384000
532755,Tech Mahindra Limited,TECHM,TECH MAHINDRA LTD.,Active,A,5,INE669C01036,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,1650919704000
532488,Divi's Laboratories Ltd.,DIVISLAB,DIVI'S LABORATORIES LTD.,Active,A,2,INE361B01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1603387331639
540777,HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE,HDFC Life Insurance Company Ltd,Active,A,10,INE795G01014,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance,1599882381284
532810,Power Finance Corporation Ltd,PFC,POWER FINANCE CORPORATION LTD.,Active,A,10,INE134E01011,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,1561292400818
500547,Bharat Petroleum Corpn. Ltd.,BPCL,BHARAT PETROLEUM CORPORATION LTD.,Active,A,10,INE029A01011,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,1486371839480
532155,Gail (India) Ltd.,GAIL,GAIL (INDIA) LTD.,Active,A,10,INE129A01019,Gas Transmission/Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing,1457495299914
500400,Tata Power Co. Ltd,TATAPOWER,TATA POWER CO.LTD.,Active,A,1,INE245A01021,Integrated Power Utilities,Equity,Utilities,Power,Power,Integrated Power Utilities,1449569214000
532955,REC LIMITED,RECLTD,REC Ltd,Active,A,10,INE020B01018,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,1434711487262
517334,Samvardhana Motherson International Limited,MOTHERSON,Samvardhana Motherson International Ltd,Active,A,1,INE775A01035,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,1441033442273
500825,Britannia Industries Ltd.,BRITANNIA,BRITANNIA INDUSTRIES LTD.,Active,A,1,INE216A01030,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,1418040000000
500425,Ambuja Cements Ltd.,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A,2,INE079A01024,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,1260094400975
532424,Godrej Consumer Products Ltd.,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,Active,A,1,INE102D01028,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,1363557692000
505200,Eicher Motors Ltd.,EICHERMOT,EICHER MOTORS LTD.,Active,A,1,INE066A01021,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,1306077000000
532343,TVS Motor Company Ltd.,TVSMOTOR,TVS MOTOR COMPANY LTD.,Active,A,1,INE494B01023,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,1290289000000
500093,CG Power and Industrial Solutions Limited,CGPOWER,CG Power and Industrial Solutions Ltd,Active,A,2,INE067A01029,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,1251973839335
532134,Bank Of Baroda,BANKBARODA,BANK OF BARODA,Active,A,2,INE028A01039,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,1281769400000
500087,Cipla Ltd.,CIPLA,CIPLA LTD.,Active,A,2,INE059A01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1253388060800
539254,Adani Energy Solutions Limited,ADANIENSOL,Adani Energy Solutions Ltd,Active,A,10,INE931S01010,Power Distribution,Equity,Utilities,Power,Power,Power Distribution,1252877003243
511218,Shriram Finance Limited,SHRIRAMFIN,Shriram Finance Ltd,Active,A,10,INE721A01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),1264806816000
511243,Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Active,A,2,INE121A01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),1227298000000
532461,Punjab National Bank,PNB,PUNJAB NATIONAL BANK,Active,A,2,INE160A01022,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,1186761695000
500420,Torrent Pharmaceuticals Ltd.,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Active,A,5,INE685A01028,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1167468000000
533148,JSW Energy Limited,JSWENERGY,JSW Energy Ltd,Active,A,10,INE121E01018,Power Generation,Equity,Utilities,Power,Power,Power Generation,1180718000000
517354,Havells India Limited,HAVELLS,HAVELLS INDIA LTD.,Active,A,1,INE176B01034,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,1142294533100
544252,Bajaj Housing Finance Limited,BAJAJHFL,Bajaj Housing Finance Ltd,Active,B,10,INE377Y01014,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,1159943185311
543287,Macrotech Developers Limited,LODHA,Macrotech Developers Ltd,Active,A,10,INE670K01029,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",1154479444000
500490,Bajaj Holdings & Investment Limited,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,Active,A,10,INE118A01012,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company,1135878198499
500124,Dr. Reddy's Laboratories Ltd.,DRREDDY,DR.REDDY'S LABORATORIES LTD.,Active,A,5,INE089A01023,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,13269372809
532432,United Spirits Limited,UNITDSPR,UNITED SPIRITS LTD.,Active,A,2,INE854D01024,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,1103898654661
500530,Bosch Ltd,BOSCHLTD,BOSCH LTD.,Active,A,10,INE323A01026,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,1085081948612
500800,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,Tata Consumer Products Ltd,Active,A,1,INE192A01025,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,1085719666298
540133,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,A,10,INE726G01019,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance,1076203100917
543904,Mankind Pharma Limited,MANKIND,Mankind Pharma Ltd,Active,B,1,INE634S01028,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1059895520800
542652,Polycab India Limited,POLYCAB,Polycab India Ltd,Active,A,10,INE455K01017,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals,1073193412365
532187,IndusInd Bank Ltd.,INDUSINDBK,INDUSIND BANK LTD.,Active,A,10,INE095A01012,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,1048913877580
532388,Indian Overseas Bank,IOB,INDIAN OVERSEAS BANK,Active,A,10,INE565A01014,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,1050973967157
500182,Hero MotoCorp Limited,HEROMOTOCO,HERO MOTOCORP LTD.,Active,A,2,INE158A01026,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,1042705899023
532777,Info Edge(India) Ltd.,NAUKRI,INFO EDGE (INDIA) LTD.,Active,A,10,INE663F01024,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,1045891000000
532321,Zydus Lifesciences Limited,ZYDUSLIFE,Zydus Lifesciences Ltd,Active,A,1,INE010B01027,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1027364914000
500480,Cummins India Ltd.,CUMMINSIND,CUMMINS INDIA LTD.,Active,A,2,INE298A01020,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",1028910231175
534816,INDUS TOWERS LIMITED,INDUSTOWER,Indus Towers Ltd,Active,A,10,INE121J01017,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,1014003362299
541729,HDFC Asset Management Company Limited,HDFCAMC,HDFC Asset Management Company Ltd,Active,A,5,INE127D01025,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company,1005707024856
508869,Apollo Hospitals Enterprises Ltd.,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD.,Active,A,5,INE437A01024,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,1002207447002
500096,Dabur India Ltd.,DABUR,DABUR INDIA LTD.,Active,A,1,INE016A01026,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,1012256169471
540716,ICICI Lombard General Insurance Company Limited,ICICIGI,ICICI Lombard General Insurance Company Ltd,Active,A,10,INE765G01017,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance,996062352470
532725,Solar Industries India Limited,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,Active,A,2,INE343H01029,Explosives,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,1029057014267
532466,Oracle Financial Services Software Limited,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Active,A,5,INE881D01027,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,1004811000000
542649,Rail Vikas Nigam Limited,RVNL,Rail Vikas Nigam Ltd,Active,A,10,INE415G01027,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,995683551870
532667,SUZLON ENERGY LTD.,SUZLON,SUZLON ENERGY LTD.,Active,A,2,INE040H01021,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,986004348949
500257,Lupin Ltd,LUPIN,LUPIN LTD.,Active,A,2,INE326A01037,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,994255600000
500850,Indian Hotels Co. Ltd,INDHOTEL,INDIAN HOTELS CO.LTD.,Active,A,1,INE053A01029,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,977470900000
532286,Jindal Steel & Power Ltd,JINDALSTEL,JINDAL STEEL & POWER LTD.,Active,A,1,INE749A01030,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,976366735000
532779,TORRENT POWER LIMITED,TORNTPOWER,TORRENT POWER LTD.,Active,A,10,INE813H01021,Integrated Power Utilities,Equity,Utilities,Power,Power,Integrated Power Utilities,948552649981
532483,Canara Bank,CANBK,CANARA BANK,Active,A,2,INE476A01022,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,949243640990
500830,Colgate-Palmolive (India) Ltd.,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,Active,A,1,INE259A01022,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,923649600000
543237,Mazagon Dock Shipbuilders Limited,MAZDOCK,Mazagon Dock Shipbuilders Ltd,Active,A,10,INE249Z01012,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,913368210941
500104,Hindustan Petroleum Corporation Ltd,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.,Active,A,10,INE094A01015,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,917836704814
540699,Dixon Technologies (India) Limited,DIXON,Dixon Technologies (India) Ltd,Active,A,2,INE935N01020,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,920136303172
543220,Max Healthcare Institute Limited,MAXHEALTH,Max Healthcare Institute Ltd,Active,A,10,INE027H01010,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,909915552000
532754,GMR AIRPORTS INFRASTRUCTURE LIMITED,GMRINFRA,GMR Airports Infrastructure Ltd,Active,A,1,INE776C01039,Airport & Airport services,Equity,Services,Services,Transport Infrastructure,Airport & Airport services,905429714753
533106,Oil India Limited,OIL,OIL INDIA LTD.,Active,A,10,INE274J01014,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,868033654103
500116,IDBI Bank Ltd,IDBI,IDBI BANK LTD.,Active,A,10,INE008A01015,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,894494432881
500103,Bharat Heavy Electricals Ltd.,BHEL,BHARAT HEAVY ELECTRICALS LTD.,Active,A,2,INE257A01026,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,883920979667
500387,Shree Cements Ltd.,SHREECEM,SHREE CEMENT LTD.,Active,A,10,INE070A01015,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,877673200000
531642,Marico Limited,MARICO,MARICO LTD.,Active,A,1,INE196A01026,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,864175563704
533150,Godrej Properties Limited,GODREJPROP,Godrej Properties Ltd,Active,A,5,INE484J01027,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",871349300000
540762,Tube Investments of India Ltd,TIINDIA,Tube Investments of India Ltd,Active,A,1,INE974X01010,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,866421306400
524804,Aurobindo Pharma Ltd.,AUROPHARMA,AUROBINDO PHARMA LTD.,Active,A,1,INE406A01037,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,854068752800
532477,Union Bank of India,UNIONBANK,UNION BANK OF INDIA,Active,A,10,INE692A01016,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,857915373948
533098,NHPC Limited,NHPC,NHPC LTD.,Active,A,10,INE848E01016,Power Generation,Equity,Utilities,Power,Power,Power Generation,845092032615
533179,Persistent Systems Limited,PERSISTENT,PERSISTENT SYSTEMS LTD.,Active,A,5,INE262H01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,845601154200
542066,ADANI TOTAL GAS LIMITED,ATGL,Adani Total Gas Ltd,Active,A,1,INE399L01023,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,806710595825
533398,MUTHOOT FINANCE LIMITED,MUTHOOTFIN,MUTHOOT FINANCE LTD.,Active,A,10,INE414G01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),790643665882
543390,PB Fintech Limited,POLICYBZR,PB Fintech Ltd,Active,A,2,INE417T01026,Financial Technology (Fintech),Equity,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),762947483213
533274,Prestige Estates Projects Limited,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,Active,A,10,INE811K01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",761014200000
